workerID,gender,language,income,age,utteranceID,domain,utteranceType,utteranceRounded,exactUtterance,utterance,utteranceLength,opinionProb,order,interpretation,interpretationType,interpretationRounded,interpretationProb
A1LYJFO46ZRHSB,F,english,6,35,96,laptop,sharp,10000,ten thousand one,10001,3,0.75,4,500,round,500,0.457831325301
A1LYJFO46ZRHSB,F,english,6,35,96,laptop,sharp,10000,ten thousand one,10001,3,0.75,4,501,sharp,500,0.457831325301
A1LYJFO46ZRHSB,F,english,6,35,96,laptop,sharp,10000,ten thousand one,10001,3,0.75,4,2000,round,2000,0.0120481927711
A1LYJFO46ZRHSB,F,english,6,35,96,laptop,sharp,10000,ten thousand one,10001,3,0.75,4,2001,sharp,2000,0.0240963855422
A1LYJFO46ZRHSB,F,english,6,35,96,laptop,sharp,10000,ten thousand one,10001,3,0.75,4,10000,round,10000,0.0240963855422
A1LYJFO46ZRHSB,F,english,6,35,96,laptop,sharp,10000,ten thousand one,10001,3,0.75,4,10001,sharp,10000,0.0240963855422
A1LYJFO46ZRHSB,F,english,6,35,93,laptop,sharp,500,four hundred ninety seven,501,4,0.25,5,500,round,500,0.394366197183
A1LYJFO46ZRHSB,F,english,6,35,93,laptop,sharp,500,four hundred ninety seven,501,4,0.25,5,501,sharp,500,0.535211267606
A1LYJFO46ZRHSB,F,english,6,35,93,laptop,sharp,500,four hundred ninety seven,501,4,0.25,5,2000,round,2000,0.0140845070423
A1LYJFO46ZRHSB,F,english,6,35,93,laptop,sharp,500,four hundred ninety seven,501,4,0.25,5,2001,sharp,2000,0.0281690140845
A1LYJFO46ZRHSB,F,english,6,35,93,laptop,sharp,500,four hundred ninety seven,501,4,0.25,5,10000,round,10000,0.0140845070423
A1LYJFO46ZRHSB,F,english,6,35,93,laptop,sharp,500,four hundred ninety seven,501,4,0.25,5,10001,sharp,10000,0.0140845070423
A1LYJFO46ZRHSB,F,english,6,35,85,laptop,round,500,five hundred,500,2,0.25,6,500,round,500,0.52
A1LYJFO46ZRHSB,F,english,6,35,85,laptop,round,500,five hundred,500,2,0.25,6,501,sharp,500,0.386666666667
A1LYJFO46ZRHSB,F,english,6,35,85,laptop,round,500,five hundred,500,2,0.25,6,2000,round,2000,0.0133333333333
A1LYJFO46ZRHSB,F,english,6,35,85,laptop,round,500,five hundred,500,2,0.25,6,2001,sharp,2000,0.0133333333333
A1LYJFO46ZRHSB,F,english,6,35,85,laptop,round,500,five hundred,500,2,0.25,6,10000,round,10000,0.0266666666667
A1LYJFO46ZRHSB,F,english,6,35,85,laptop,round,500,five hundred,500,2,0.25,6,10001,sharp,10000,0.04
AUO7XEZDY9496,M,English,0,66,95,laptop,sharp,2000,two thousand three,2001,3,0.775,1,500,round,500,0.207792207792
AUO7XEZDY9496,M,English,0,66,95,laptop,sharp,2000,two thousand three,2001,3,0.775,1,501,sharp,500,0.207792207792
AUO7XEZDY9496,M,English,0,66,95,laptop,sharp,2000,two thousand three,2001,3,0.775,1,2000,round,2000,0.272727272727
AUO7XEZDY9496,M,English,0,66,95,laptop,sharp,2000,two thousand three,2001,3,0.775,1,2001,sharp,2000,0.311688311688
AUO7XEZDY9496,M,English,0,66,95,laptop,sharp,2000,two thousand three,2001,3,0.775,1,10000,round,10000,0.0
AUO7XEZDY9496,M,English,0,66,95,laptop,sharp,2000,two thousand three,2001,3,0.775,1,10001,sharp,10000,0.0
AUO7XEZDY9496,M,English,0,66,96,laptop,sharp,10000,ten thousand one,10001,3,0.575,2,500,round,500,0.269230769231
AUO7XEZDY9496,M,English,0,66,96,laptop,sharp,10000,ten thousand one,10001,3,0.575,2,501,sharp,500,0.269230769231
AUO7XEZDY9496,M,English,0,66,96,laptop,sharp,10000,ten thousand one,10001,3,0.575,2,2000,round,2000,0.217948717949
AUO7XEZDY9496,M,English,0,66,96,laptop,sharp,10000,ten thousand one,10001,3,0.575,2,2001,sharp,2000,0.217948717949
AUO7XEZDY9496,M,English,0,66,96,laptop,sharp,10000,ten thousand one,10001,3,0.575,2,10000,round,10000,0.025641025641
AUO7XEZDY9496,M,English,0,66,96,laptop,sharp,10000,ten thousand one,10001,3,0.575,2,10001,sharp,10000,0.0
AUO7XEZDY9496,M,English,0,66,93,laptop,sharp,500,five hundred three,501,3,0.4,3,500,round,500,0.263888888889
AUO7XEZDY9496,M,English,0,66,93,laptop,sharp,500,five hundred three,501,3,0.4,3,501,sharp,500,0.416666666667
AUO7XEZDY9496,M,English,0,66,93,laptop,sharp,500,five hundred three,501,3,0.4,3,2000,round,2000,0.166666666667
AUO7XEZDY9496,M,English,0,66,93,laptop,sharp,500,five hundred three,501,3,0.4,3,2001,sharp,2000,0.152777777778
AUO7XEZDY9496,M,English,0,66,93,laptop,sharp,500,five hundred three,501,3,0.4,3,10000,round,10000,0.0
AUO7XEZDY9496,M,English,0,66,93,laptop,sharp,500,five hundred three,501,3,0.4,3,10001,sharp,10000,0.0
AUO7XEZDY9496,M,English,0,66,85,laptop,round,500,five hundred,500,2,0.4,4,500,round,500,0.462686567164
AUO7XEZDY9496,M,English,0,66,85,laptop,round,500,five hundred,500,2,0.4,4,501,sharp,500,0.313432835821
AUO7XEZDY9496,M,English,0,66,85,laptop,round,500,five hundred,500,2,0.4,4,2000,round,2000,0.10447761194
AUO7XEZDY9496,M,English,0,66,85,laptop,round,500,five hundred,500,2,0.4,4,2001,sharp,2000,0.119402985075
AUO7XEZDY9496,M,English,0,66,85,laptop,round,500,five hundred,500,2,0.4,4,10000,round,10000,0.0
AUO7XEZDY9496,M,English,0,66,85,laptop,round,500,five hundred,500,2,0.4,4,10001,sharp,10000,0.0
AUO7XEZDY9496,M,English,0,66,87,laptop,round,2000,two thousand,2000,2,0.3,5,500,round,500,0.293333333333
AUO7XEZDY9496,M,English,0,66,87,laptop,round,2000,two thousand,2000,2,0.3,5,501,sharp,500,0.293333333333
AUO7XEZDY9496,M,English,0,66,87,laptop,round,2000,two thousand,2000,2,0.3,5,2000,round,2000,0.213333333333
AUO7XEZDY9496,M,English,0,66,87,laptop,round,2000,two thousand,2000,2,0.3,5,2001,sharp,2000,0.2
AUO7XEZDY9496,M,English,0,66,87,laptop,round,2000,two thousand,2000,2,0.3,5,10000,round,10000,0.0
AUO7XEZDY9496,M,English,0,66,87,laptop,round,2000,two thousand,2000,2,0.3,5,10001,sharp,10000,0.0
AUO7XEZDY9496,M,English,0,66,88,laptop,round,10000,ten thousand,10000,2,0.3,6,500,round,500,0.323529411765
AUO7XEZDY9496,M,English,0,66,88,laptop,round,10000,ten thousand,10000,2,0.3,6,501,sharp,500,0.323529411765
AUO7XEZDY9496,M,English,0,66,88,laptop,round,10000,ten thousand,10000,2,0.3,6,2000,round,2000,0.176470588235
AUO7XEZDY9496,M,English,0,66,88,laptop,round,10000,ten thousand,10000,2,0.3,6,2001,sharp,2000,0.176470588235
AUO7XEZDY9496,M,English,0,66,88,laptop,round,10000,ten thousand,10000,2,0.3,6,10000,round,10000,0.0
AUO7XEZDY9496,M,English,0,66,88,laptop,round,10000,ten thousand,10000,2,0.3,6,10001,sharp,10000,0.0
A7D1FSJZSM3MJ,F,English,4,35,93,laptop,sharp,500,four hundred ninety seven,501,4,0.6,1,500,round,500,0.327586206897
A7D1FSJZSM3MJ,F,English,4,35,93,laptop,sharp,500,four hundred ninety seven,501,4,0.6,1,501,sharp,500,0.672413793103
A7D1FSJZSM3MJ,F,English,4,35,93,laptop,sharp,500,four hundred ninety seven,501,4,0.6,1,2000,round,2000,0.0
A7D1FSJZSM3MJ,F,English,4,35,93,laptop,sharp,500,four hundred ninety seven,501,4,0.6,1,2001,sharp,2000,0.0
A7D1FSJZSM3MJ,F,English,4,35,93,laptop,sharp,500,four hundred ninety seven,501,4,0.6,1,10000,round,10000,0.0
A7D1FSJZSM3MJ,F,English,4,35,93,laptop,sharp,500,four hundred ninety seven,501,4,0.6,1,10001,sharp,10000,0.0
A7D1FSJZSM3MJ,F,English,4,35,88,laptop,round,10000,ten thousand,10000,2,0.925,2,500,round,500,0.0
A7D1FSJZSM3MJ,F,English,4,35,88,laptop,round,10000,ten thousand,10000,2,0.925,2,501,sharp,500,0.0
A7D1FSJZSM3MJ,F,English,4,35,88,laptop,round,10000,ten thousand,10000,2,0.925,2,2000,round,2000,0.0
A7D1FSJZSM3MJ,F,English,4,35,88,laptop,round,10000,ten thousand,10000,2,0.925,2,2001,sharp,2000,0.0
A7D1FSJZSM3MJ,F,English,4,35,88,laptop,round,10000,ten thousand,10000,2,0.925,2,10000,round,10000,0.56338028169
A7D1FSJZSM3MJ,F,English,4,35,88,laptop,round,10000,ten thousand,10000,2,0.925,2,10001,sharp,10000,0.43661971831
A7D1FSJZSM3MJ,F,English,4,35,95,laptop,sharp,2000,two thousand one,2001,3,0.85,3,500,round,500,0.0
A7D1FSJZSM3MJ,F,English,4,35,95,laptop,sharp,2000,two thousand one,2001,3,0.85,3,501,sharp,500,0.0
A7D1FSJZSM3MJ,F,English,4,35,95,laptop,sharp,2000,two thousand one,2001,3,0.85,3,2000,round,2000,0.333333333333
A7D1FSJZSM3MJ,F,English,4,35,95,laptop,sharp,2000,two thousand one,2001,3,0.85,3,2001,sharp,2000,0.666666666667
A7D1FSJZSM3MJ,F,English,4,35,95,laptop,sharp,2000,two thousand one,2001,3,0.85,3,10000,round,10000,0.0
A7D1FSJZSM3MJ,F,English,4,35,95,laptop,sharp,2000,two thousand one,2001,3,0.85,3,10001,sharp,10000,0.0
A7D1FSJZSM3MJ,F,English,4,35,87,laptop,round,2000,two thousand,2000,2,0.825,4,500,round,500,0.0
A7D1FSJZSM3MJ,F,English,4,35,87,laptop,round,2000,two thousand,2000,2,0.825,4,501,sharp,500,0.0
A7D1FSJZSM3MJ,F,English,4,35,87,laptop,round,2000,two thousand,2000,2,0.825,4,2000,round,2000,0.5
A7D1FSJZSM3MJ,F,English,4,35,87,laptop,round,2000,two thousand,2000,2,0.825,4,2001,sharp,2000,0.5
A7D1FSJZSM3MJ,F,English,4,35,87,laptop,round,2000,two thousand,2000,2,0.825,4,10000,round,10000,0.0
A7D1FSJZSM3MJ,F,English,4,35,87,laptop,round,2000,two thousand,2000,2,0.825,4,10001,sharp,10000,0.0
A7D1FSJZSM3MJ,F,English,4,35,96,laptop,sharp,10000,nine thousand nine hundred ninety seven,10001,6,0.95,5,500,round,500,0.0
A7D1FSJZSM3MJ,F,English,4,35,96,laptop,sharp,10000,nine thousand nine hundred ninety seven,10001,6,0.95,5,501,sharp,500,0.0
A7D1FSJZSM3MJ,F,English,4,35,96,laptop,sharp,10000,nine thousand nine hundred ninety seven,10001,6,0.95,5,2000,round,2000,0.0
A7D1FSJZSM3MJ,F,English,4,35,96,laptop,sharp,10000,nine thousand nine hundred ninety seven,10001,6,0.95,5,2001,sharp,2000,0.0
A7D1FSJZSM3MJ,F,English,4,35,96,laptop,sharp,10000,nine thousand nine hundred ninety seven,10001,6,0.95,5,10000,round,10000,0.428571428571
A7D1FSJZSM3MJ,F,English,4,35,96,laptop,sharp,10000,nine thousand nine hundred ninety seven,10001,6,0.95,5,10001,sharp,10000,0.571428571429
A7D1FSJZSM3MJ,F,English,4,35,85,laptop,round,500,five hundred,500,2,0.6,6,500,round,500,0.571428571429
A7D1FSJZSM3MJ,F,English,4,35,85,laptop,round,500,five hundred,500,2,0.6,6,501,sharp,500,0.428571428571
A7D1FSJZSM3MJ,F,English,4,35,85,laptop,round,500,five hundred,500,2,0.6,6,2000,round,2000,0.0
A7D1FSJZSM3MJ,F,English,4,35,85,laptop,round,500,five hundred,500,2,0.6,6,2001,sharp,2000,0.0
A7D1FSJZSM3MJ,F,English,4,35,85,laptop,round,500,five hundred,500,2,0.6,6,10000,round,10000,0.0
A7D1FSJZSM3MJ,F,English,4,35,85,laptop,round,500,five hundred,500,2,0.6,6,10001,sharp,10000,0.0
A3P1W5CPPADUNX,M,english,8,45,95,laptop,sharp,2000,one thousand nine hundred ninety eight,2001,6,0.625,1,500,round,500,0.107843137255
A3P1W5CPPADUNX,M,english,8,45,95,laptop,sharp,2000,one thousand nine hundred ninety eight,2001,6,0.625,1,501,sharp,500,0.127450980392
A3P1W5CPPADUNX,M,english,8,45,95,laptop,sharp,2000,one thousand nine hundred ninety eight,2001,6,0.625,1,2000,round,2000,0.382352941176
A3P1W5CPPADUNX,M,english,8,45,95,laptop,sharp,2000,one thousand nine hundred ninety eight,2001,6,0.625,1,2001,sharp,2000,0.352941176471
A3P1W5CPPADUNX,M,english,8,45,95,laptop,sharp,2000,one thousand nine hundred ninety eight,2001,6,0.625,1,10000,round,10000,0.0196078431373
A3P1W5CPPADUNX,M,english,8,45,95,laptop,sharp,2000,one thousand nine hundred ninety eight,2001,6,0.625,1,10001,sharp,10000,0.00980392156863
A3P1W5CPPADUNX,M,english,8,45,85,laptop,round,500,five hundred,500,2,0.65,2,500,round,500,0.475
A3P1W5CPPADUNX,M,english,8,45,85,laptop,round,500,five hundred,500,2,0.65,2,501,sharp,500,0.475
A3P1W5CPPADUNX,M,english,8,45,85,laptop,round,500,five hundred,500,2,0.65,2,2000,round,2000,0.0125
A3P1W5CPPADUNX,M,english,8,45,85,laptop,round,500,five hundred,500,2,0.65,2,2001,sharp,2000,0.0
A3P1W5CPPADUNX,M,english,8,45,85,laptop,round,500,five hundred,500,2,0.65,2,10000,round,10000,0.0125
A3P1W5CPPADUNX,M,english,8,45,85,laptop,round,500,five hundred,500,2,0.65,2,10001,sharp,10000,0.025
A3P1W5CPPADUNX,M,english,8,45,96,laptop,sharp,10000,nine thousand nine hundred ninety eight,10001,6,1,3,500,round,500,0.16
A3P1W5CPPADUNX,M,english,8,45,96,laptop,sharp,10000,nine thousand nine hundred ninety eight,10001,6,1,3,501,sharp,500,0.16
A3P1W5CPPADUNX,M,english,8,45,96,laptop,sharp,10000,nine thousand nine hundred ninety eight,10001,6,1,3,2000,round,2000,0.333333333333
A3P1W5CPPADUNX,M,english,8,45,96,laptop,sharp,10000,nine thousand nine hundred ninety eight,10001,6,1,3,2001,sharp,2000,0.32
A3P1W5CPPADUNX,M,english,8,45,96,laptop,sharp,10000,nine thousand nine hundred ninety eight,10001,6,1,3,10000,round,10000,0.0133333333333
A3P1W5CPPADUNX,M,english,8,45,96,laptop,sharp,10000,nine thousand nine hundred ninety eight,10001,6,1,3,10001,sharp,10000,0.0133333333333
A3P1W5CPPADUNX,M,english,8,45,87,laptop,round,2000,two thousand,2000,2,0.75,4,500,round,500,0.177777777778
A3P1W5CPPADUNX,M,english,8,45,87,laptop,round,2000,two thousand,2000,2,0.75,4,501,sharp,500,0.166666666667
A3P1W5CPPADUNX,M,english,8,45,87,laptop,round,2000,two thousand,2000,2,0.75,4,2000,round,2000,0.355555555556
A3P1W5CPPADUNX,M,english,8,45,87,laptop,round,2000,two thousand,2000,2,0.75,4,2001,sharp,2000,0.277777777778
A3P1W5CPPADUNX,M,english,8,45,87,laptop,round,2000,two thousand,2000,2,0.75,4,10000,round,10000,0.0
A3P1W5CPPADUNX,M,english,8,45,87,laptop,round,2000,two thousand,2000,2,0.75,4,10001,sharp,10000,0.0222222222222
A3P1W5CPPADUNX,M,english,8,45,88,laptop,round,10000,ten thousand,10000,2,0.975,5,500,round,500,0.239316239316
A3P1W5CPPADUNX,M,english,8,45,88,laptop,round,10000,ten thousand,10000,2,0.975,5,501,sharp,500,0.247863247863
A3P1W5CPPADUNX,M,english,8,45,88,laptop,round,10000,ten thousand,10000,2,0.975,5,2000,round,2000,0.239316239316
A3P1W5CPPADUNX,M,english,8,45,88,laptop,round,10000,ten thousand,10000,2,0.975,5,2001,sharp,2000,0.239316239316
A3P1W5CPPADUNX,M,english,8,45,88,laptop,round,10000,ten thousand,10000,2,0.975,5,10000,round,10000,0.017094017094
A3P1W5CPPADUNX,M,english,8,45,88,laptop,round,10000,ten thousand,10000,2,0.975,5,10001,sharp,10000,0.017094017094
A3P1W5CPPADUNX,M,english,8,45,93,laptop,sharp,500,four hundred ninety nine,501,4,0.25,6,500,round,500,0.4625
A3P1W5CPPADUNX,M,english,8,45,93,laptop,sharp,500,four hundred ninety nine,501,4,0.25,6,501,sharp,500,0.4625
A3P1W5CPPADUNX,M,english,8,45,93,laptop,sharp,500,four hundred ninety nine,501,4,0.25,6,2000,round,2000,0.025
A3P1W5CPPADUNX,M,english,8,45,93,laptop,sharp,500,four hundred ninety nine,501,4,0.25,6,2001,sharp,2000,0.0125
A3P1W5CPPADUNX,M,english,8,45,93,laptop,sharp,500,four hundred ninety nine,501,4,0.25,6,10000,round,10000,0.025
A3P1W5CPPADUNX,M,english,8,45,93,laptop,sharp,500,four hundred ninety nine,501,4,0.25,6,10001,sharp,10000,0.0125
AK5C6N14RA7Y9,F,english,6,35,96,laptop,sharp,10000,nine thousand nine hundred ninety eight,10001,6,0.975,1,500,round,500,0.223214285714
AK5C6N14RA7Y9,F,english,6,35,96,laptop,sharp,10000,nine thousand nine hundred ninety eight,10001,6,0.975,1,501,sharp,500,0.258928571429
AK5C6N14RA7Y9,F,english,6,35,96,laptop,sharp,10000,nine thousand nine hundred ninety eight,10001,6,0.975,1,2000,round,2000,0.258928571429
AK5C6N14RA7Y9,F,english,6,35,96,laptop,sharp,10000,nine thousand nine hundred ninety eight,10001,6,0.975,1,2001,sharp,2000,0.214285714286
AK5C6N14RA7Y9,F,english,6,35,96,laptop,sharp,10000,nine thousand nine hundred ninety eight,10001,6,0.975,1,10000,round,10000,0.0267857142857
AK5C6N14RA7Y9,F,english,6,35,96,laptop,sharp,10000,nine thousand nine hundred ninety eight,10001,6,0.975,1,10001,sharp,10000,0.0178571428571
AK5C6N14RA7Y9,F,english,6,35,85,laptop,round,500,five hundred,500,2,0.175,2,500,round,500,0.337209302326
AK5C6N14RA7Y9,F,english,6,35,85,laptop,round,500,five hundred,500,2,0.175,2,501,sharp,500,0.325581395349
AK5C6N14RA7Y9,F,english,6,35,85,laptop,round,500,five hundred,500,2,0.175,2,2000,round,2000,0.139534883721
AK5C6N14RA7Y9,F,english,6,35,85,laptop,round,500,five hundred,500,2,0.175,2,2001,sharp,2000,0.174418604651
AK5C6N14RA7Y9,F,english,6,35,85,laptop,round,500,five hundred,500,2,0.175,2,10000,round,10000,0.0116279069767
AK5C6N14RA7Y9,F,english,6,35,85,laptop,round,500,five hundred,500,2,0.175,2,10001,sharp,10000,0.0116279069767
AK5C6N14RA7Y9,F,english,6,35,95,laptop,sharp,2000,two thousand one,2001,3,0.825,3,500,round,500,0.288288288288
AK5C6N14RA7Y9,F,english,6,35,95,laptop,sharp,2000,two thousand one,2001,3,0.825,3,501,sharp,500,0.243243243243
AK5C6N14RA7Y9,F,english,6,35,95,laptop,sharp,2000,two thousand one,2001,3,0.825,3,2000,round,2000,0.225225225225
AK5C6N14RA7Y9,F,english,6,35,95,laptop,sharp,2000,two thousand one,2001,3,0.825,3,2001,sharp,2000,0.225225225225
AK5C6N14RA7Y9,F,english,6,35,95,laptop,sharp,2000,two thousand one,2001,3,0.825,3,10000,round,10000,0.00900900900901
AK5C6N14RA7Y9,F,english,6,35,95,laptop,sharp,2000,two thousand one,2001,3,0.825,3,10001,sharp,10000,0.00900900900901
AK5C6N14RA7Y9,F,english,6,35,87,laptop,round,2000,two thousand,2000,2,0.825,4,500,round,500,0.360465116279
AK5C6N14RA7Y9,F,english,6,35,87,laptop,round,2000,two thousand,2000,2,0.825,4,501,sharp,500,0.348837209302
AK5C6N14RA7Y9,F,english,6,35,87,laptop,round,2000,two thousand,2000,2,0.825,4,2000,round,2000,0.116279069767
AK5C6N14RA7Y9,F,english,6,35,87,laptop,round,2000,two thousand,2000,2,0.825,4,2001,sharp,2000,0.104651162791
AK5C6N14RA7Y9,F,english,6,35,87,laptop,round,2000,two thousand,2000,2,0.825,4,10000,round,10000,0.0116279069767
AK5C6N14RA7Y9,F,english,6,35,87,laptop,round,2000,two thousand,2000,2,0.825,4,10001,sharp,10000,0.0581395348837
AK5C6N14RA7Y9,F,english,6,35,93,laptop,sharp,500,five hundred two,501,3,0.25,5,500,round,500,0.290322580645
AK5C6N14RA7Y9,F,english,6,35,93,laptop,sharp,500,five hundred two,501,3,0.25,5,501,sharp,500,0.290322580645
AK5C6N14RA7Y9,F,english,6,35,93,laptop,sharp,500,five hundred two,501,3,0.25,5,2000,round,2000,0.150537634409
AK5C6N14RA7Y9,F,english,6,35,93,laptop,sharp,500,five hundred two,501,3,0.25,5,2001,sharp,2000,0.182795698925
AK5C6N14RA7Y9,F,english,6,35,93,laptop,sharp,500,five hundred two,501,3,0.25,5,10000,round,10000,0.0537634408602
AK5C6N14RA7Y9,F,english,6,35,93,laptop,sharp,500,five hundred two,501,3,0.25,5,10001,sharp,10000,0.0322580645161
AK5C6N14RA7Y9,F,english,6,35,88,laptop,round,10000,ten thousand,10000,2,0.675,6,500,round,500,0.317647058824
AK5C6N14RA7Y9,F,english,6,35,88,laptop,round,10000,ten thousand,10000,2,0.675,6,501,sharp,500,0.305882352941
AK5C6N14RA7Y9,F,english,6,35,88,laptop,round,10000,ten thousand,10000,2,0.675,6,2000,round,2000,0.141176470588
AK5C6N14RA7Y9,F,english,6,35,88,laptop,round,10000,ten thousand,10000,2,0.675,6,2001,sharp,2000,0.152941176471
AK5C6N14RA7Y9,F,english,6,35,88,laptop,round,10000,ten thousand,10000,2,0.675,6,10000,round,10000,0.0352941176471
AK5C6N14RA7Y9,F,english,6,35,88,laptop,round,10000,ten thousand,10000,2,0.675,6,10001,sharp,10000,0.0470588235294
AQ3LCZJTKPPTU,F,English,4,35,96,laptop,sharp,10000,ten thousand one,10001,3,1,1,500,round,500,0.371794871795
AQ3LCZJTKPPTU,F,English,4,35,96,laptop,sharp,10000,ten thousand one,10001,3,1,1,501,sharp,500,0.371794871795
AQ3LCZJTKPPTU,F,English,4,35,96,laptop,sharp,10000,ten thousand one,10001,3,1,1,2000,round,2000,0.128205128205
AQ3LCZJTKPPTU,F,English,4,35,96,laptop,sharp,10000,ten thousand one,10001,3,1,1,2001,sharp,2000,0.128205128205
AQ3LCZJTKPPTU,F,English,4,35,96,laptop,sharp,10000,ten thousand one,10001,3,1,1,10000,round,10000,0.0
AQ3LCZJTKPPTU,F,English,4,35,96,laptop,sharp,10000,ten thousand one,10001,3,1,1,10001,sharp,10000,0.0
AQ3LCZJTKPPTU,F,English,4,35,93,laptop,sharp,500,five hundred one,501,3,0.5,2,500,round,500,0.3625
AQ3LCZJTKPPTU,F,English,4,35,93,laptop,sharp,500,five hundred one,501,3,0.5,2,501,sharp,500,0.3625
AQ3LCZJTKPPTU,F,English,4,35,93,laptop,sharp,500,five hundred one,501,3,0.5,2,2000,round,2000,0.1375
AQ3LCZJTKPPTU,F,English,4,35,93,laptop,sharp,500,five hundred one,501,3,0.5,2,2001,sharp,2000,0.1375
AQ3LCZJTKPPTU,F,English,4,35,93,laptop,sharp,500,five hundred one,501,3,0.5,2,10000,round,10000,0.0
AQ3LCZJTKPPTU,F,English,4,35,93,laptop,sharp,500,five hundred one,501,3,0.5,2,10001,sharp,10000,0.0
AQ3LCZJTKPPTU,F,English,4,35,85,laptop,round,500,five hundred,500,2,0.5,3,500,round,500,0.353658536585
AQ3LCZJTKPPTU,F,English,4,35,85,laptop,round,500,five hundred,500,2,0.5,3,501,sharp,500,0.353658536585
AQ3LCZJTKPPTU,F,English,4,35,85,laptop,round,500,five hundred,500,2,0.5,3,2000,round,2000,0.146341463415
AQ3LCZJTKPPTU,F,English,4,35,85,laptop,round,500,five hundred,500,2,0.5,3,2001,sharp,2000,0.146341463415
AQ3LCZJTKPPTU,F,English,4,35,85,laptop,round,500,five hundred,500,2,0.5,3,10000,round,10000,0.0
AQ3LCZJTKPPTU,F,English,4,35,85,laptop,round,500,five hundred,500,2,0.5,3,10001,sharp,10000,0.0
AQ3LCZJTKPPTU,F,English,4,35,95,laptop,sharp,2000,two thousand one,2001,3,0.75,4,500,round,500,0.353658536585
AQ3LCZJTKPPTU,F,English,4,35,95,laptop,sharp,2000,two thousand one,2001,3,0.75,4,501,sharp,500,0.353658536585
AQ3LCZJTKPPTU,F,English,4,35,95,laptop,sharp,2000,two thousand one,2001,3,0.75,4,2000,round,2000,0.146341463415
AQ3LCZJTKPPTU,F,English,4,35,95,laptop,sharp,2000,two thousand one,2001,3,0.75,4,2001,sharp,2000,0.146341463415
AQ3LCZJTKPPTU,F,English,4,35,95,laptop,sharp,2000,two thousand one,2001,3,0.75,4,10000,round,10000,0.0
AQ3LCZJTKPPTU,F,English,4,35,95,laptop,sharp,2000,two thousand one,2001,3,0.75,4,10001,sharp,10000,0.0
AQ3LCZJTKPPTU,F,English,4,35,88,laptop,round,10000,ten thousand,10000,2,1,5,500,round,500,0.371794871795
AQ3LCZJTKPPTU,F,English,4,35,88,laptop,round,10000,ten thousand,10000,2,1,5,501,sharp,500,0.371794871795
AQ3LCZJTKPPTU,F,English,4,35,88,laptop,round,10000,ten thousand,10000,2,1,5,2000,round,2000,0.128205128205
AQ3LCZJTKPPTU,F,English,4,35,88,laptop,round,10000,ten thousand,10000,2,1,5,2001,sharp,2000,0.128205128205
AQ3LCZJTKPPTU,F,English,4,35,88,laptop,round,10000,ten thousand,10000,2,1,5,10000,round,10000,0.0
AQ3LCZJTKPPTU,F,English,4,35,88,laptop,round,10000,ten thousand,10000,2,1,5,10001,sharp,10000,0.0
AQ3LCZJTKPPTU,F,English,4,35,87,laptop,round,2000,two thousand,2000,2,0.5,6,500,round,500,0.371794871795
AQ3LCZJTKPPTU,F,English,4,35,87,laptop,round,2000,two thousand,2000,2,0.5,6,501,sharp,500,0.371794871795
AQ3LCZJTKPPTU,F,English,4,35,87,laptop,round,2000,two thousand,2000,2,0.5,6,2000,round,2000,0.128205128205
AQ3LCZJTKPPTU,F,English,4,35,87,laptop,round,2000,two thousand,2000,2,0.5,6,2001,sharp,2000,0.128205128205
AQ3LCZJTKPPTU,F,English,4,35,87,laptop,round,2000,two thousand,2000,2,0.5,6,10000,round,10000,0.0
AQ3LCZJTKPPTU,F,English,4,35,87,laptop,round,2000,two thousand,2000,2,0.5,6,10001,sharp,10000,0.0
A3NOYN845TEJIH,M,english,6,45,95,laptop,sharp,2000,one thousand nine hundred ninety seven,2001,6,0.9,1,500,round,500,0.147368421053
A3NOYN845TEJIH,M,english,6,45,95,laptop,sharp,2000,one thousand nine hundred ninety seven,2001,6,0.9,1,501,sharp,500,0.147368421053
A3NOYN845TEJIH,M,english,6,45,95,laptop,sharp,2000,one thousand nine hundred ninety seven,2001,6,0.9,1,2000,round,2000,0.284210526316
A3NOYN845TEJIH,M,english,6,45,95,laptop,sharp,2000,one thousand nine hundred ninety seven,2001,6,0.9,1,2001,sharp,2000,0.389473684211
A3NOYN845TEJIH,M,english,6,45,95,laptop,sharp,2000,one thousand nine hundred ninety seven,2001,6,0.9,1,10000,round,10000,0.0105263157895
A3NOYN845TEJIH,M,english,6,45,95,laptop,sharp,2000,one thousand nine hundred ninety seven,2001,6,0.9,1,10001,sharp,10000,0.0210526315789
A3NOYN845TEJIH,M,english,6,45,96,laptop,sharp,10000,ten thousand two,10001,3,1,2,500,round,500,0.133333333333
A3NOYN845TEJIH,M,english,6,45,96,laptop,sharp,10000,ten thousand two,10001,3,1,2,501,sharp,500,0.133333333333
A3NOYN845TEJIH,M,english,6,45,96,laptop,sharp,10000,ten thousand two,10001,3,1,2,2000,round,2000,0.322222222222
A3NOYN845TEJIH,M,english,6,45,96,laptop,sharp,10000,ten thousand two,10001,3,1,2,2001,sharp,2000,0.322222222222
A3NOYN845TEJIH,M,english,6,45,96,laptop,sharp,10000,ten thousand two,10001,3,1,2,10000,round,10000,0.0555555555556
A3NOYN845TEJIH,M,english,6,45,96,laptop,sharp,10000,ten thousand two,10001,3,1,2,10001,sharp,10000,0.0333333333333
