workerid	Answer.buyers	Answer.gender	Answer.affects	Answer.nativeLanguage	Answer.orders	Answer.domains	Answer.income	Answer.inferredPrices0	Answer.inferredPrices1	Answer.inferredPrices2	Answer.inferredPrices3	Answer.inferredPrices4	Answer.inferredPrices5	Answer.inferredPrices6	Answer.inferredPrices7	Answer.inferredPrices8	Answer.inferredPrices9	Answer.age	Answer.sentenceIDs	Answer.numberTypes	Answer.utteredPricesRounded	Answer.utteredPrices
A7RDB0A0DO23C	"Calvin,Patrick,Kenneth,Quinn,Frank,Jake,George,Barry,Matt,Winston,Daniel,Luke,Zach,Gary,Steve"	M	"0.75,0.575,0.55,0.75,0.55,0.75,0.75,0.75,0.75,0.575,0.625,0.675,0.55,0.75,0.75"	english	"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15"	"electric kettle,watch,watch,watch,electric kettle,electric kettle,electric kettle,laptop,watch,laptop,laptop,watch,laptop,laptop,watch"	4	"0.175,0.725,0.725,0,0.725,0,0,0,0,0,0,0,0,0,0"	"0.15,0.825,0.725,0,0.875,0,0,0,0,0,0,0,0,0,0"	"0.15,0,0,0.75,0,0,0.725,0,0.05,0.85,0.85,0.9,0.1,0,0"	"0.15,0,0,0.875,0,0,0.9,0,0.05,0.85,0.925,0.9,0.1,0,0"	"0.775,0,0,0,0,0,0,0,0.9,0.075,0,0.05,0.825,0,0"	"0.9,0,0,0,0,0,0,0,0.9,0.075,0,0.05,0.825,0,0"	"0,0,0,0,0,0,0,0.05,0,0,0,0,0,0.05,0.825"	"0,0,0,0,0,0,0,0.05,0,0,0,0,0,0.05,0.9"	"0,0,0,0,0,0.725,0,0.875,0,0,0,0,0,0.9,0"	"0,0,0,0,0,0.9,0,0.875,0,0,0,0,0,0.95,0"	55	"3,16,11,17,6,10,7,25,13,22,27,12,23,30,19"	"round,sharp,round,sharp,sharp,sharp,sharp,round,round,round,sharp,round,round,sharp,sharp"	"1000,50,50,500,50,10000,500,10000,1000,500,500,500,1000,10000,5000"	"1000,52,50,497,51,10001,497,10000,1000,500,502,500,1000,10001,5002"
A1QDUN5LA70IXL	"Kenneth,Jake,Patrick,Eric,Matt,Bob,Frank,Fred,Tom,Harry,Charles,Ethan,Owen,Gary,Robert"	F	"0.625,1,0.575,1,0.75,0.925,0.5,0.775,1,1,0,0.6,1,1,0.7"	English	"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15"	"watch,electric kettle,watch,electric kettle,watch,electric kettle,electric kettle,laptop,watch,electric kettle,laptop,laptop,watch,laptop,watch"	11	"0.75,0,0.5,0,0,0.025,0.5,0,0.025,0,0.5,0,0,0,0"	"0.225,0,0.5,0,0,0,0.5,0,0.025,0,0.5,0,0,0,0"	"0,0,0,0,0,0.5,0.025,0,0,0,0.5,0,0,0.1,0.15"	"0,0,0,0,0,0.5,0.025,0,0.025,0,0.5,0,0,0.075,0.15"	"0,0,0,0,0.5,0,0,0,0,0.5,0.125,0.5,0,0.075,0.5"	"0,0,0,0,0.5,0,0.025,0,0,0.5,0.1,0.5,0,0.075,0.5"	"0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.075,0"	"0,0,0,0,0,0,0,0.5,0,0.025,0,0,0,0.075,0"	"0,0.5,0,0.5,0,0,0.025,0,0.5,0,0,0,0.5,0.5,0"	"0,0.5,0,0.5,0,0,0,0,0.5,0,0.025,0,0.5,0.5,0"	35	"11,10,16,5,13,2,6,29,20,8,26,28,15,30,18"	"round,sharp,sharp,round,round,round,sharp,sharp,sharp,sharp,sharp,sharp,round,sharp,sharp"	"50,10000,50,10000,1000,500,50,5000,10000,1000,50,1000,10000,10000,1000"	"50,10001,52,10000,1000,500,52,4997,9998,1002,49,1003,10000,10003,1001"
A3B3AKQ9G1VX9J	"Winston,Tom,Daniel,Matt,Jake,Owen,David,Eric,Calvin,Zach,Victor,Steve,Quinn,Luke,George"	M	"0.25,0.75,0.25,0.75,0.875,0.925,0.725,0.9,0.725,0.725,0.075,0.75,0.6,0.6,0.575"	English	"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15"	"laptop,watch,laptop,watch,electric kettle,watch,electric kettle,electric kettle,electric kettle,laptop,laptop,watch,watch,watch,electric kettle"	6	"0,0,0,0,0,0,0,0,0,0,1,0,0,0.05,0"	"0,0,0,0,0,0,0,0,0,0,0.9,0.025,0,0.025,0.025"	"1,0,0.475,0,0,0,0,0,0,0,0,0,0.9,0.975,0.9"	"1,0,1,0,0,0,0,0.025,0,0,0,0,1,0.925,1"	"0,0,0,1,0,0,0,0,1,1,0,0,0,0.025,0"	"0,0,0,0.85,0,0,0,0.025,0.9,0.925,0,0,0,0,0"	"0,0,0,0,0,0,1,0,0,0,0,0.925,0,0,0"	"0,0,0,0,0.025,0,0.9,0,0,0,0,1,0,0,0"	"0,0.5,0,0,0.725,1,0,1,0,0,0,0,0.025,0,0"	"0,1,0,0,1,0.9,0,0.925,0,0,0,0,0.025,0,0"	35	"22,20,27,13,10,15,4,5,3,23,21,19,17,12,7"	"round,sharp,sharp,round,sharp,round,round,round,round,round,round,sharp,sharp,round,sharp"	"500,10000,500,1000,10000,10000,5000,10000,1000,1000,50,5000,500,500,500"	"500,10002,499,1000,10003,10000,5000,10000,1000,1000,50,4998,501,500,501"
A2Z70GL7HTFFQR	"Gary,Alex,Eric,Calvin,Barry,Fred,Winston,Nathan,Charles,Tom,Patrick,Victor,Steve,Ivan,Jake"	M	"0.35,0.025,0.25,0.325,0.275,0.375,0.25,0.375,0,0.425,0,0.05,0.5,0.525,0.525"	english	"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15"	"laptop,electric kettle,electric kettle,electric kettle,laptop,laptop,laptop,watch,laptop,watch,watch,laptop,watch,electric kettle,electric kettle"	4	"0,1,0,0,0,0,0,0,1,0,1,1,0,0,0"	"0,1,0,0,0,0,0,0,1,0,1,1,0,0,0"	"0,0,0,0.725,0,0,1,0,0.225,0,0,0,0.175,0,0"	"0.65,0,0,0.725,0.025,0,1,0,0.225,0,0,0,0.2,0,0"	"0.975,0,0,1,0.025,0,0.3,0.6,0,0,0,0,0.45,0.5,0"	"1,0,0,1,0,0,0.3,0.575,0,0,0,0,0.5,0.5,0"	"1,0,0.625,0,0.475,0.975,0,1,0.025,0.5,0,0,1,1,0.5"	"0.825,0.025,0.625,0,0.45,0.975,0,1,0,0.5,0,0,1,1,0.5"	"0.9,0,1,0,1,0.025,0,0,0,1,0,0,0.425,0.375,0.925"	"1,0,1,0,0.975,0,0,0,0,1,0,0,0.375,0.375,0.9"	25	"30,1,5,3,25,29,22,14,26,20,16,21,19,9,10"	"sharp,round,round,round,round,sharp,round,round,sharp,sharp,sharp,round,sharp,sharp,sharp"	"10000,50,10000,1000,10000,5000,500,5000,50,10000,50,50,5000,5000,10000"	"10001,50,10000,1000,10000,5002,500,5000,51,10001,53,50,5002,4999,9997"
A18TCR555RWUZV	"Harry,Tom,Patrick,Bob,George,Owen,Alex,Steve,Robert,Charles,Eric,Calvin,Ethan,Barry,Matt"	M	"1,0.975,0.25,0.75,0.775,1,0.475,1,1,0,1,0.95,0.65,1,1"	English	"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15"	"electric kettle,watch,watch,electric kettle,electric kettle,watch,electric kettle,watch,watch,laptop,electric kettle,electric kettle,laptop,laptop,watch"	6	"0,0,0.7,0,0,0,1,0,0,0.8,0,0,0,0,0"	"0,0,1,0,0,0,0.875,0,0,1,0,0,0,0,0"	"0,0,0,1,0.8,0,0,0,0,0.25,0,0,0,0,0"	"0,0,0,0.825,1,0,0,0,0,0.25,0,0,0,0,0"	"0.675,0,0,0,0,0,0,0,0.8,0.175,0.05,1,0.85,0.15,1"	"1,0,0,0,0,0,0,0,1,0.2,0.075,0.875,1,0.1,0.85"	"0,0,0,0,0,0,0,0.8,0,0,0,0,0,0.025,0"	"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"	"0,0.675,0,0,0,1,0,0,0,0,1,0,0,1,0"	"0,1,0,0,0,0.825,0,0,0,0,0.85,0,0,0.8,0"	35	"8,20,16,2,7,15,1,19,18,26,5,3,28,25,13"	"sharp,sharp,sharp,round,sharp,round,round,sharp,sharp,sharp,round,round,sharp,round,round"	"1000,10000,50,500,500,10000,50,5000,1000,50,10000,1000,1000,10000,1000"	"997,9999,52,500,499,10000,50,4997,1002,48,10000,1000,997,10000,1000"
A2QASKZ48BAT2C	"Steve,Ivan,Charles,Winston,Calvin,Tom,Kenneth,Victor,Patrick,Barry,Quinn,Daniel,Jake,Harry,Luke"	F	"0.75,1,0.25,0.5,1,0.75,0,0,0.225,0.75,0.5,0.5,1,1,0.5"	English	"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15"	"watch,electric kettle,laptop,laptop,electric kettle,watch,watch,laptop,watch,laptop,watch,laptop,electric kettle,electric kettle,watch"	8	"0.225,0.975,0.275,0.275,0.65,0.25,0.25,0,0.275,0.025,0.225,0.025,0.75,0.775,0.25"	"0.225,0.975,0.275,0.25,0.75,0.275,0.25,0,0.275,0.025,0.25,0.025,0.775,0.775,0.25"	"0.8,0,0.75,0.8,0.025,0.775,0.75,0.75,0.75,0.75,0.8,0.775,0.025,0,0.8"	"1,0,0.75,0.8,0.025,0.8,0.75,0.75,0.775,0.775,0.8,0.775,0.025,0,0.825"	"0.5,0.025,0.75,0.8,0.025,0.775,0.75,0.75,0.75,0.775,0.775,0.8,0.025,0,0.775"	"0.8,0.025,0.75,0.8,0.025,0.8,0.75,0.75,0.75,0.75,0.775,0.775,0.025,0,0.8"	"0.5,0.025,0.5,0.5,0.025,0.8,0.75,0.5,0.5,0.5,0.675,0.5,0.025,0,0.5"	"0.5,0,0.5,0.45,0.025,0.8,0.75,0.5,0.5,0.5,0.675,0.5,0.025,0,0.5"	"0.2,0,0.2,0.35,0,0.5,0.5,0.35,0.5,0.325,0.5,0.4,0.025,0,0.425"	"0.2,0,0.2,0.325,0.025,0.5,0.5,0.375,0.5,0.325,0.5,0.5,0.025,0,0.375"	35	"19,9,26,22,3,20,11,21,16,25,17,27,10,8,12"	"sharp,sharp,sharp,round,round,sharp,round,round,sharp,round,sharp,sharp,sharp,sharp,round"	"5000,5000,50,500,1000,10000,50,50,50,10000,500,500,10000,1000,500"	"4999,4999,53,500,1000,10003,50,50,49,10000,501,503,9999,997,500"
AYQRCZU44R04H	"Luke,Owen,Albert,Victor,David,Bob,Barry,Ivan,Gary,Daniel,George,Charles,Tom,Patrick,Nathan"	M	"0.75,0.75,1,0.25,0.75,0.75,1,0.75,1,0.75,0.75,0.25,0.75,0.25,0.75"	english	"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15"	"watch,watch,laptop,laptop,electric kettle,electric kettle,laptop,electric kettle,laptop,laptop,electric kettle,laptop,watch,watch,watch"	4	"0,0.25,0,0.125,0.725,0.675,0.15,0.7,0.05,0.05,0.575,0.575,0.175,0.975,0.125"	"0,0.25,0,0.125,0.725,0.675,0.15,0.7,0.05,0.05,0.575,0.55,0.175,1,0.125"	"1,0.4,0.725,0.575,0.6,0.7,0.725,0.625,0.75,1,0.65,0.275,0.25,0.375,0.3"	"1,0.45,0.725,0.575,0.575,0.7,0.725,0.625,0.75,1,0.675,0.275,0.25,0.35,0.275"	"0.275,0.45,0.725,0.35,0,0,0.7,0.05,0.75,0.25,0.05,0.125,0.25,0.2,0.3"	"0.15,0.45,0.725,0.375,0,0,0.7,0.05,0.75,0.25,0.05,0.125,0.25,0.2,0.3"	"0,0.65,0.125,0,0,0,0.05,0.05,0.05,0,0,0,0.575,0,0.675"	"0,0.65,0.125,0,0,0,0.05,0.05,0.05,0,0,0,0.575,0,0.675"	"0,0.75,0,0,0,0,0,0,0,0,0,0,0.6,0,0.3"	"0,0.75,0,0,0,0,0,0,0,0,0,0,0.65,0,0.3"	25	"12,15,24,21,4,2,25,9,30,27,7,26,20,16,14"	"round,round,round,round,round,round,round,sharp,sharp,sharp,sharp,sharp,sharp,sharp,round"	"500,10000,5000,50,5000,500,10000,5000,10000,500,500,50,10000,50,5000"	"500,10000,5000,50,5000,500,10000,4997,10001,503,498,53,9999,51,5000"
A1JMINVUZ2AOZR	"Eric,Winston,Charles,Harry,Kenneth,Albert,David,Fred,Daniel,Zach,Luke,George,Calvin,Patrick,Barry"	M	"1,0.275,0,0.95,0.25,0.75,0.925,0.725,0.125,0.575,0.55,0.925,1,0.175,0.925"	English	"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15"	"electric kettle,laptop,laptop,electric kettle,watch,laptop,electric kettle,laptop,laptop,laptop,watch,electric kettle,electric kettle,watch,laptop"	6	"0.375,0.25,0.15,0.4,0.75,0.25,0.65,0.3,0.225,0.2,0.725,0.65,0.75,0.75,0.275"	"0.375,0.25,0.125,0.375,0.75,0.25,0.675,0.325,0.2,0.225,0.725,0.675,0.725,0.75,0.275"	"0.125,0.725,0.725,0.15,0.575,0.6,0.325,0.7,0.725,0.675,0.6,0.35,0.6,0.625,0.725"	"0.1,0.675,0.725,0.15,0.575,0.6,0.35,0.675,0.725,0.7,0.6,0.325,0.575,0.6,0.725"	"0.1,0.825,0.775,0.125,0.5,0.725,0.175,0.825,0.85,0.8,0.425,0.2,0.35,0.3,0.825"	"0.1,0.85,0.75,0.1,0.5,0.725,0.175,0.8,0.825,0.825,0.425,0.175,0.35,0.3,0.825"	"0.1,0.35,0.525,0.075,0.3,0.325,0.1,0.35,0.275,0.325,0.125,0.1,0.175,0.125,0.3"	"0.075,0.35,0.525,0.075,0.3,0.325,0.125,0.325,0.25,0.35,0.125,0.1,0.2,0.125,0.275"	"0.075,0.175,0.25,0.05,0.125,0.1,0.05,0.1,0.075,0.1,0.05,0.025,0.05,0.025,0.1"	"0.05,0.2,0.25,0.05,0.125,0.1,0.05,0.125,0.075,0.125,0.075,0.025,0.025,0.025,0.1"	35	"5,22,26,8,11,24,4,29,27,23,12,7,3,16,25"	"round,round,sharp,sharp,round,round,round,sharp,sharp,round,round,sharp,round,sharp,round"	"10000,500,50,1000,50,5000,5000,5000,500,1000,500,500,1000,50,10000"	"10000,500,47,1002,50,5000,5000,5003,499,1000,500,502,1000,49,10000"
A2VNMKQGRY4XNX	"Robert,Ethan,Steve,Barry,Victor,Patrick,Matt,Kenneth,Harry,Daniel,Frank,Albert,Quinn,Charles,Nathan"	F	"1,0.25,0.975,0.975,0.05,0.25,0.75,0.25,0.95,0.175,0.25,0.825,0.75,0.05,0.925"	English	"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15"	"watch,laptop,watch,laptop,laptop,watch,watch,watch,electric kettle,laptop,electric kettle,laptop,watch,laptop,watch"	4	"0.25,0,0.25,0.1,0.85,0.825,0.15,0.9,0.275,0.15,0.825,0.125,0.15,0.875,0.1"	"0.25,0,0.225,0.1,0.85,0.825,0.15,0.875,0.275,0.125,0.825,0.125,0.15,0.875,0.1"	"0.25,0.45,0.3,0.1,0.375,0.175,0.4,0.275,0.5,0.85,0.225,0.175,0.85,0.2,0.15"	"0.25,0.5,0.3,0.1,0.375,0.175,0.4,0.275,0.5,0.825,0.225,0.175,0.85,0.2,0.15"	"0.75,0.725,0.275,0.275,0.3,0.175,0.825,0.175,0.65,0.275,0.125,0.35,0.2,0.125,0.3"	"0.75,0.75,0.25,0.275,0.3,0.175,0.825,0.175,0.65,0.275,0.125,0.325,0.2,0.125,0.3"	"0.25,0.15,0.75,0.275,0.125,0.075,0.125,0.075,0.075,0.15,0.075,0.875,0.1,0.075,0.875"	"0.175,0.1,0.75,0.25,0.125,0.075,0.125,0.075,0.075,0.15,0.075,0.875,0.1,0.075,0.875"	"0.175,0.1,0.25,0.875,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.125,0.075,0.075,0.1"	"0.15,0.075,0.275,0.875,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.125,0.075,0.075,0.1"	66	"18,28,19,25,21,16,13,11,8,27,6,24,17,26,14"	"sharp,sharp,sharp,round,round,sharp,round,round,sharp,sharp,sharp,round,sharp,sharp,round"	"1000,1000,5000,10000,50,50,1000,50,1000,500,50,5000,500,50,5000"	"1003,997,5001,10000,50,48,1000,50,999,501,47,5000,499,48,5000"
A2SYRFPPV9WDEG	"Kenneth,Charles,Bob,Daniel,Victor,Patrick,Steve,Frank,Quinn,Luke,Jake,Winston,George,Albert,Gary"	M	"0.25,0.25,1,0.6,0.05,0.2,1,0.425,0.875,0.8,0.975,0.4,0.975,0.975,0.975"	English	"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15"	"watch,laptop,electric kettle,laptop,laptop,watch,watch,electric kettle,watch,watch,electric kettle,laptop,electric kettle,laptop,laptop"	4	"0.975,0.95,0.5,0.025,0.6,0.925,0.125,0.975,0.15,0.65,0.575,0.15,0.725,0.025,0.025"	"0.95,0.975,0.5,0.025,0.575,0.975,0.075,0.975,0.125,0.575,0.55,0.1,0.7,0.025,0"	"0.575,0.525,0.55,0.925,0.55,0.25,0.125,0.025,0.95,1,0.025,0.925,0.725,0.025,0.025"	"0.5,0.025,0.55,0.975,0.5,0.025,0.2,0.025,0.975,0.975,0.025,0.925,0.725,0.225,0.175"	"0.05,0.025,0,0.425,0.25,0.025,0.275,0.025,0.275,0.2,0.025,0.4,0,0.425,0.55"	"0.025,0.025,0.025,0.15,0.025,0.025,0.35,0.025,0.025,0.025,0.025,0.225,0.025,0.6,0.575"	"0.025,0.025,0.025,0.025,0.025,0.025,0.975,0.05,0.025,0.025,0.025,0.025,0,0.85,0.675"	"0.025,0.025,0.025,0.025,0.025,0.025,0.95,0.025,0,0,0.1,0.025,0.025,0.85,0.675"	"0.025,0,0.025,0.025,0.025,0.025,0.025,0.025,0,0,0.275,0.025,0.025,0.025,0.675"	"0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.25,0.025,0.025,0.025,0.675"	35	"11,26,2,27,21,16,19,6,17,12,10,22,7,24,30"	"round,sharp,round,sharp,round,sharp,sharp,sharp,sharp,round,sharp,round,sharp,round,sharp"	"50,50,500,500,50,50,5000,50,500,500,10000,500,500,5000,10000"	"50,52,500,498,50,53,5003,48,497,500,10002,500,502,5000,9998"
AUDH0P4ZHJKS2	"Kenneth,Victor,Albert,Robert,Bob,Winston,Ivan,Barry,Matt,Gary,Ethan,Eric,Patrick,George,Fred"	F	"0.225,0.15,0.975,0.9,0.775,0.225,1,0.95,0.65,0.95,0.425,1,0.25,0.9,0.875"	English	"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15"	"watch,laptop,laptop,watch,electric kettle,laptop,electric kettle,laptop,watch,laptop,laptop,electric kettle,watch,electric kettle,laptop"	11	"1,0.3,0.025,0,0,0.05,0,0.025,0,0.025,0.05,0.075,0.275,0.025,0.05"	"0.35,0.15,0,0,0,0,0.025,0.025,0,0.05,0.075,0.075,0.9,0.025,0.05"	"0,0.575,0,0,0.925,0.775,0,0.025,0,0.025,0.05,0.075,0.025,0.325,0.3"	"0,0.275,0,0,0.575,0.425,0.05,0.025,0,0.075,0.075,0.025,0.025,0.875,0.875"	"0,0.6,0.1,0.225,0,0.025,0.05,0.075,0.825,0,0.4,0.125,0.075,0.05,0.025"	"0,0.2,0.05,0.95,0,0.025,0,0.05,0,0.025,0.725,0.05,0.025,0.05,0.05"	"0,0,0.7,0,0,0.025,0.3,0.05,0,0.025,0.025,0.05,0.075,0.1,0.05"	"0,0,0.6,0,0,0.025,0.725,0.05,0,0.025,0.05,0.05,0.075,0.075,0.05"	"0,0,0,0,0,0.025,0.05,0.675,0,0.325,0.05,0.975,0.075,0.05,0.05"	"0,0,0,0,0,0,0.05,0.4,0,0.775,0.1,0.3,0.075,0.075,0.05"	45	"11,21,24,18,2,22,9,25,13,30,28,5,16,7,29"	"round,round,round,sharp,round,round,sharp,round,round,sharp,sharp,round,sharp,sharp,sharp"	"50,50,5000,1000,500,500,5000,10000,1000,10000,1000,10000,50,500,5000"	"50,50,5000,998,500,500,5002,10000,1000,9997,999,10000,53,502,4997"
A2NCEEXO8IJN0	"Albert,Tom,Gary,David,Luke,Owen,Zach,Charles,Harry,George,Calvin,Robert,Frank,Winston,Bob"	F	"0.725,0.975,0.975,0.975,0.5,0.975,0.5,0.125,0.775,0.75,0.725,0.675,0.475,0.5,0.575"	English	"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15"	"laptop,watch,laptop,electric kettle,watch,watch,laptop,laptop,electric kettle,electric kettle,electric kettle,watch,electric kettle,laptop,electric kettle"	4	"0,0,0,0.025,0.025,0.05,0,0.25,0.025,0.025,0.025,0,0.275,0.025,0"	"0.025,0,0.025,0.025,0,0.025,0.025,0.95,0,0,0.025,0.025,0.975,0.025,0.025"	"0.025,0.025,0.025,0.025,0.975,0.05,0.025,0.025,0,0.25,0.025,0,0,1,0.9"	"0.025,0.025,0,0,0.5,0,0.025,0.025,0.025,1,0.025,0,0.025,0.575,0.5"	"0.05,0.025,0.025,0.025,0.025,0.025,0.975,0.025,0.25,0.025,0.975,0.25,0,0,0.025"	"0.025,0.025,0,0.025,0.025,0,0.6,0.025,0.95,0,0.45,0.925,0,0,0.025"	"0.95,0.025,0,0.95,0.025,0.025,0,0.025,0.05,0,0.025,0.025,0.025,0.025,0.025"	"0.75,0.025,0,0.65,0.025,0.025,0,0.025,0.025,0,0,0.025,0,0.025,0.025"	"0.025,0.025,0.025,0.025,0.025,0.975,0,0.025,0.025,0.025,0.05,0,0.025,0.025,0.025"	"0,0.95,0.95,0.025,0.025,0.5,0.025,0.025,0,0.025,0.025,0,0,0.025,0.025"	25	"24,20,30,4,12,15,23,26,8,7,3,18,6,22,2"	"round,sharp,sharp,round,round,round,round,sharp,sharp,sharp,round,sharp,sharp,round,round"	"5000,10000,10000,5000,500,10000,1000,50,1000,500,1000,1000,50,500,500"	"5000,10001,10003,5000,500,10000,1000,48,999,499,1000,999,48,500,500"
A1F4D2PZ7NNWTL	"Daniel,Jake,Zach,Frank,Quinn,Eric,Alex,Nathan,Barry,Ivan,Kenneth,Matt,Tom,Owen,Patrick"	F	"0.25,1,0.55,0.125,0.6,0.975,0.15,0.875,1,0.975,0.15,0.5,0.95,0.975,0.15"	English	"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15"	"laptop,electric kettle,laptop,electric kettle,watch,electric kettle,electric kettle,watch,laptop,electric kettle,watch,watch,watch,watch,watch"	0	"0,0.75,0,0.7,0.2,0.75,0.925,0.025,0,0.95,0.85,0,0.025,0.025,0.975"	"0.025,0.7,0.05,0.975,0.2,0.675,0.95,0,0,0.95,0.85,0,0.025,0.025,0.975"	"0.25,0.025,0.25,0.025,1,0,0,0,0.2,0,0.025,0,0.025,0,0"	"0.975,0.025,0.225,0.025,0.975,0.025,0,0,0.2,0,0.025,0,0,0.025,0.025"	"0,0.025,0.95,0.025,0,0.025,0.025,0.025,0.95,0,0.025,0.975,0,0.025,0"	"0.025,0,0.95,0.025,0.025,0.025,0.025,0,0.95,0,0.025,0.975,0,0,0.025"	"0,0.025,0.025,0,0,0,0,0.975,0.5,0.025,0.025,0,0.5,0.475,0.025"	"0,0.025,0,0.025,0,0,0.025,1,0.5,0,0.025,0.025,0.475,0.475,0"	"0.025,0.025,0.025,0,0.025,0.025,0,0.025,0.525,0.025,0,0,0.975,0.975,0.025"	"0,0.05,0,0,0.025,0.025,0.025,0,0.475,0,0.025,0.025,1,0.975,0"	45	"27,10,23,6,17,5,1,14,25,9,11,13,20,15,16"	"sharp,sharp,round,sharp,sharp,round,round,round,round,sharp,round,round,sharp,round,sharp"	"500,10000,1000,50,500,10000,50,5000,10000,5000,50,1000,10000,10000,50"	"497,10003,1000,48,498,10000,50,5000,10000,4997,50,1000,10003,10000,53"
A382OV019QLW6H	"Albert,Ethan,Eric,Barry,George,Jake,Patrick,Matt,Owen,Luke,Fred,David,Winston,Steve,Frank"	M	"0.975,1,0.975,1,1,1,0.225,0.65,0.5,0.75,1,1,0.5,1,0.275"	English	"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15"	"laptop,laptop,electric kettle,laptop,electric kettle,electric kettle,watch,watch,watch,watch,laptop,electric kettle,laptop,watch,electric kettle"	4	"0.025,0.025,0.875,0,0.875,0.875,1,0.85,0,0.1,0,0.9,0,0.075,0.975"	"0,0,0.85,0,0.775,0.85,1,0.85,0,0.125,0,1,0,0.075,0.975"	"0.725,0.75,0.175,0.8,0.325,0.475,0.125,0.875,0.25,1,0.725,0.45,1,0.2,0.1"	"0.8,0.725,0.175,0.75,0.3,0.45,0.15,0.85,0.275,0.925,0.775,0.4,1,0.25,0.075"	"0.575,0.575,0.05,0.45,0,0,0,0.775,0.325,0.125,0.7,0.175,0,0.325,0"	"0.55,0.525,0.1,0.425,0,0,0,0.7,0.325,0.1,0.6,0.2,0,0.35,0"	"0.05,0,0,0,0,0,0,0,0.725,0,0,0,0,0.975,0"	"0.075,0,0,0,0,0,0,0,0.725,0,0,0,0,0.975,0"	"0,0,0,0,0,0,0,0,0.975,0,0,0,0,0.05,0"	"0,0,0,0,0,0,0,0,1,0,0,0,0,0.025,0"	55	"24,28,5,25,7,10,16,13,15,12,29,4,22,19,6"	"round,sharp,round,round,sharp,sharp,sharp,round,round,round,sharp,round,round,sharp,sharp"	"5000,1000,10000,10000,500,10000,50,1000,10000,500,5000,5000,500,5000,50"	"5000,1003,10000,10000,498,10002,52,1000,10000,500,4999,5000,500,5003,48"
A3QY3I5O0STFGA	"Tom,Gary,Charles,Owen,Matt,Patrick,Daniel,Victor,Winston,Alex,David,Ivan,Bob,Harry,Zach"	M	"0.65,0.7,0.375,0.8,0.575,0.35,0.65,0.275,0.675,0.25,0.7,0.7,0.625,0.725,0.425"	English	"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15"	"watch,laptop,laptop,watch,watch,watch,laptop,laptop,laptop,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,laptop"	4	"0.225,0.375,0.575,0.125,0.3,0.625,0.125,0.875,0.1,0.9,0.125,0.275,0.4,0.325,0.175"	"0.15,0.3,0.825,0.175,0.225,0.875,0.1,0.675,0.1,0.8,0.075,0.175,0.3,0.15,0.075"	"0.35,0.425,0.4,0.175,0.375,0.175,0.775,0.2,0.875,0.4,0.275,0.3,0.9,0.425,0.45"	"0.275,0.3,0.2,0.15,0.2,0.2,0.9,0.2,0.8,0.275,0.15,0.2,0.575,0.25,0.25"	"0.275,0.375,0.175,0.1,0.85,0.125,0.45,0.075,0.575,0.275,0.325,0.375,0.4,0.625,0.95"	"0.225,0.3,0.15,0.175,0.575,0.15,0.225,0.1,0.425,0.225,0.25,0.25,0.2,0.875,0.575"	"0.45,0.425,0.15,0.275,0.3,0.1,0.225,0.075,0.35,0.2,0.9,0.575,0.3,0.4,0.275"	"0.425,0.4,0.1,0.325,0.225,0.125,0.125,0.05,0.225,0.125,0.6,0.85,0.175,0.2,0.175"	"0.65,0.575,0.125,0.8,0.2,0.075,0.125,0.1,0.125,0.125,0.45,0.325,0.225,0.275,0.225"	"0.8,0.675,0.125,0.625,0.15,0.075,0.075,0.075,0.175,0.075,0.2,0.225,0.15,0.1,0.125"	25	"20,30,26,15,13,16,27,21,22,1,4,9,2,8,23"	"sharp,sharp,sharp,round,round,sharp,sharp,round,round,round,round,sharp,round,sharp,round"	"10000,10000,50,10000,1000,50,500,50,500,50,5000,5000,500,1000,1000"	"9999,9999,52,10000,1000,51,499,50,500,50,5000,4998,500,1002,1000"
